"cluster","Aplke1.FilteredModels1","Aurli1.FilteredModels1","Honfer1.CEA_gene_models","LabyHa_1.DU_gene_models","Schag1.FilteredModels1","TOTAL"
4183,1,2,1,0,0,4
4184,1,1,1,0,1,4
4185,1,1,1,0,1,4
4186,1,1,1,0,1,4
4187,1,1,1,0,1,4
4188,1,1,1,0,1,4
4189,1,1,0,1,1,4
4190,1,1,1,0,1,4
4191,1,1,1,0,1,4
4192,1,1,1,0,1,4
4193,1,1,1,0,1,4
4194,1,2,1,0,0,4
4195,1,1,1,0,1,4
4196,1,1,1,0,1,4
4197,1,1,1,0,1,4
4198,1,1,1,0,1,4
4199,1,1,1,1,0,4
4200,1,1,1,1,0,4
4201,0,1,1,1,1,4
4202,1,1,1,0,1,4
4203,1,1,1,0,1,4
4204,1,1,1,0,1,4
4205,0,2,1,0,1,4
4206,1,1,1,0,1,4
4207,0,2,1,0,1,4
4208,1,1,1,1,0,4
4209,1,1,1,0,1,4
4210,1,1,1,0,1,4
4211,0,1,1,1,1,4
4212,1,1,1,0,1,4
4213,1,1,1,0,1,4
4214,1,1,1,0,1,4
4215,1,1,1,0,1,4
4216,1,1,1,1,0,4
4217,1,1,1,0,1,4
4218,0,1,2,0,1,4
4219,1,1,1,0,1,4
4220,1,1,1,0,1,4
4221,1,1,1,0,1,4
4222,1,1,1,0,1,4
4223,1,1,1,0,1,4
4224,1,1,1,0,1,4
4225,0,1,1,0,2,4
4226,0,1,2,0,1,4
4227,1,1,1,0,1,4
4228,0,1,2,1,0,4
4229,1,1,1,0,1,4
4230,1,1,1,0,1,4
4231,1,1,1,0,1,4
4232,0,1,1,1,1,4
4233,1,1,1,0,1,4
4234,1,1,1,0,1,4
4235,1,1,1,0,1,4
4236,1,1,1,0,1,4
4237,1,1,1,0,1,4
4238,0,1,1,2,0,4
4239,1,1,1,0,1,4
4240,1,1,1,0,1,4
4241,1,1,1,0,1,4
4242,1,2,1,0,0,4
4243,1,1,1,0,1,4
4244,1,1,1,0,1,4
4245,1,1,1,0,1,4
4246,1,1,1,0,1,4
4247,1,1,1,1,0,4
4248,1,1,0,1,1,4
4249,1,1,1,0,1,4
4250,1,1,1,0,1,4
4251,1,1,1,0,1,4
4252,1,1,1,0,1,4
4253,0,1,1,1,1,4
4254,1,1,1,0,1,4
4255,1,1,1,1,0,4
4256,1,1,1,0,1,4
4257,1,1,1,0,1,4
4258,1,1,1,0,1,4
4259,0,1,1,1,1,4
4260,1,1,1,0,1,4
4261,1,1,1,0,1,4
4262,1,1,1,0,1,4
4263,1,1,1,0,1,4
4264,1,1,1,1,0,4
4265,1,1,1,0,1,4
4266,1,1,1,0,1,4
4267,1,1,1,0,1,4
4268,0,2,1,0,1,4
4269,1,1,1,0,1,4
4270,1,1,1,0,1,4
4271,1,1,1,1,0,4
4272,1,1,1,1,0,4
4273,1,1,1,1,0,4
4274,1,1,1,0,1,4
4275,1,1,1,1,0,4
4276,0,1,1,1,1,4
4277,1,1,1,0,1,4
4278,1,1,1,0,1,4
4279,1,1,1,0,1,4
4280,1,1,1,0,1,4
4281,1,1,1,1,0,4
4282,1,1,1,0,1,4
4283,1,1,1,1,0,4
4284,1,1,1,0,1,4
4285,1,1,1,0,1,4
4286,1,1,1,0,1,4
4287,1,1,1,1,0,4
4288,1,1,1,0,1,4
4289,1,1,1,1,0,4
4290,1,1,1,0,1,4
4291,1,1,1,0,1,4
4292,1,1,1,0,1,4
4293,1,1,1,0,1,4
4294,1,1,1,0,1,4
4295,1,1,1,0,1,4
4296,1,1,1,0,1,4
4297,1,1,1,1,0,4
4298,1,1,1,0,1,4
4299,0,2,1,0,1,4
4300,1,1,1,0,1,4
4301,1,1,1,0,1,4
4302,1,1,1,0,1,4
4303,1,1,1,1,0,4
4304,1,1,1,0,1,4
4305,1,1,1,0,1,4
4306,1,1,1,1,0,4
4307,1,1,1,0,1,4
4308,1,1,1,0,1,4
4309,0,1,1,1,1,4
4310,1,1,1,0,1,4
4311,1,1,1,1,0,4
4312,1,1,1,0,1,4
4313,1,1,1,0,1,4
4314,1,1,1,0,1,4
4315,1,1,1,0,1,4
4316,1,1,1,0,1,4
4317,1,1,1,0,1,4
4318,1,1,1,1,0,4
4319,1,2,1,0,0,4
4320,1,1,1,0,1,4
4321,1,1,1,0,1,4
4322,0,2,1,0,1,4
4323,1,1,1,1,0,4
4324,1,1,1,0,1,4
4325,1,1,1,0,1,4
4326,1,1,1,0,1,4
4327,1,2,1,0,0,4
4328,1,1,1,0,1,4
4329,0,1,1,1,1,4
4330,1,1,1,1,0,4
4331,1,1,1,0,1,4
4332,1,1,1,0,1,4
4333,0,2,1,0,1,4
4334,1,1,1,1,0,4
4335,1,1,1,0,1,4
4336,1,1,1,1,0,4
4337,1,1,1,0,1,4
4338,1,1,1,1,0,4
4339,1,1,1,0,1,4
4340,1,1,1,0,1,4
4341,1,1,1,0,1,4
4342,1,1,1,0,1,4
4343,1,1,1,0,1,4
4344,1,0,1,1,1,4
4345,1,1,1,0,1,4
4346,1,1,1,0,1,4
4347,1,1,1,0,1,4
4348,1,1,1,0,1,4
4349,1,1,1,0,1,4
4350,1,1,1,1,0,4
4351,1,1,1,0,1,4
4352,1,1,1,0,1,4
4353,0,1,1,1,1,4
4354,0,1,1,1,1,4
4355,1,1,1,1,0,4
4356,1,1,1,1,0,4
4357,1,1,1,0,1,4
4358,1,1,1,1,0,4
4359,1,1,1,0,1,4
4360,1,1,1,0,1,4
4361,1,1,1,1,0,4
4362,1,1,1,0,1,4
4363,1,1,1,0,1,4
4364,1,1,1,0,1,4
4365,1,1,1,0,1,4
4366,1,1,1,0,1,4
4367,1,1,1,0,1,4
4368,0,1,2,0,1,4
4369,0,2,1,0,1,4
4370,1,1,1,0,1,4
4371,0,2,1,0,1,4
4372,0,2,2,0,0,4
4373,1,1,1,0,1,4
4374,1,1,1,0,1,4
4375,1,1,1,0,1,4
4376,0,1,2,0,1,4
4377,1,1,1,0,1,4
4378,1,1,1,0,1,4
4379,1,0,0,3,0,4
4380,0,1,1,1,1,4
4381,0,1,1,1,1,4
4382,1,1,1,0,1,4
4383,1,1,1,1,0,4
4384,1,1,1,0,1,4
4385,1,1,1,0,1,4
4386,1,1,1,0,1,4
4387,1,1,1,0,1,4
4388,1,1,1,1,0,4
4389,1,1,1,0,1,4
4390,1,1,1,0,1,4
4391,1,1,1,1,0,4
4392,1,1,1,0,1,4
4393,1,1,1,0,1,4
4394,1,1,1,0,1,4
4395,1,1,1,0,1,4
4396,1,1,1,0,1,4
4397,1,1,0,1,1,4
4398,1,1,1,0,1,4
4399,1,1,1,0,1,4
4400,1,1,1,0,1,4
4401,1,1,1,0,1,4
4402,1,1,1,0,1,4
4403,1,1,1,0,1,4
4404,1,1,1,0,1,4
4405,1,1,0,1,1,4
4406,1,1,0,1,1,4
4407,1,1,1,0,1,4
4408,1,1,1,0,1,4
4409,1,1,1,0,1,4
4410,1,1,0,2,0,4
4411,1,1,1,0,1,4
4412,1,1,1,1,0,4
4413,1,1,1,0,1,4
4414,1,1,1,1,0,4
4415,1,1,1,1,0,4
4416,1,1,1,1,0,4
4417,0,1,1,1,1,4
4418,1,1,1,0,1,4
4419,1,1,1,0,1,4
4420,1,1,1,0,1,4
4421,1,1,0,1,1,4
4422,0,2,1,0,1,4
4423,0,1,1,1,1,4
4424,0,1,0,1,2,4
4425,1,1,1,0,1,4
4426,1,1,0,1,1,4
4427,1,1,1,0,1,4
4428,1,1,1,0,1,4
4429,1,1,1,0,1,4
4430,0,2,2,0,0,4
4431,1,1,1,0,1,4
4432,1,1,1,0,1,4
4433,1,1,1,0,1,4
4434,1,1,1,1,0,4
4435,1,1,1,0,1,4
4436,1,1,0,1,1,4
4437,1,1,1,0,1,4
4438,1,1,0,1,1,4
4439,1,1,0,1,1,4
4440,1,1,1,1,0,4
4441,0,1,1,1,1,4
4442,1,1,1,0,1,4
4443,0,1,3,0,0,4
4444,1,1,1,0,1,4
4445,1,1,1,0,1,4
4446,1,1,0,1,1,4
4447,1,1,1,0,1,4
4448,1,1,1,0,1,4
4449,1,1,1,0,1,4
4450,1,1,1,1,0,4
4451,1,1,0,2,0,4
4452,1,1,1,0,1,4
4453,1,1,1,1,0,4
4454,1,1,1,0,1,4
4455,1,1,1,0,1,4
4456,1,1,1,1,0,4
4457,1,1,1,0,1,4
4458,1,1,1,0,1,4
4459,1,1,1,1,0,4
4460,1,1,1,0,1,4
4461,1,1,1,1,0,4
4462,1,1,1,0,1,4
4463,0,1,1,0,2,4
4464,2,1,1,0,0,4
4465,1,1,0,1,1,4
4466,1,1,1,0,1,4
4467,1,1,1,0,1,4
4468,1,1,1,0,1,4
4469,1,1,1,0,1,4
4470,1,1,0,1,1,4
4471,1,1,1,0,1,4
4472,0,1,2,0,1,4
4473,1,1,1,0,1,4
4474,1,1,1,0,1,4
4475,1,1,1,1,0,4
4476,1,1,1,0,1,4
4477,1,1,1,0,1,4
4478,1,1,1,0,1,4
4479,1,1,1,0,1,4
4480,1,1,0,1,1,4
4481,1,1,1,0,1,4
4482,1,1,1,0,1,4
4483,1,1,0,1,1,4
4484,1,1,1,0,1,4
4485,1,1,1,0,1,4
4486,1,1,1,0,1,4
4487,1,1,1,0,1,4
4488,1,1,1,1,0,4
4489,1,1,1,0,1,4
4490,1,1,1,0,1,4
4491,0,1,1,1,1,4
4492,1,1,1,0,1,4
4493,1,1,0,1,1,4
4494,1,1,1,0,1,4
4495,1,1,1,0,1,4
4496,1,1,1,0,1,4
4497,1,1,1,0,1,4
4498,1,1,1,0,1,4
4499,1,1,1,0,1,4
4500,1,1,1,0,1,4
4501,1,1,1,1,0,4
4502,0,1,1,1,1,4
4503,1,1,1,0,1,4
4504,1,2,1,0,0,4
4505,1,1,1,1,0,4
4506,1,1,1,1,0,4
4507,1,1,1,0,1,4
4508,1,1,1,0,1,4
4509,1,1,1,0,1,4
4510,1,1,1,0,1,4
4511,2,1,1,0,0,4
4512,1,1,1,0,1,4
4513,1,1,1,0,1,4
4514,1,1,1,1,0,4
4515,1,1,1,0,1,4
4516,1,1,1,0,1,4
4517,1,1,1,0,1,4
4518,1,1,1,0,1,4
4519,1,1,1,0,1,4
4520,1,1,1,0,1,4
4521,1,1,1,0,1,4
4522,1,1,1,0,1,4
4523,1,1,1,0,1,4
4524,1,1,1,1,0,4
4525,1,1,1,0,1,4
4526,1,1,1,0,1,4
4527,1,1,1,0,1,4
4528,1,1,1,0,1,4
4529,0,1,1,0,2,4
4530,1,1,1,0,1,4
4531,1,1,1,0,1,4
4532,1,1,1,1,0,4
4533,1,1,1,1,0,4
4534,1,1,1,0,1,4
4535,1,1,1,0,1,4
4536,1,1,1,1,0,4
4537,1,1,1,1,0,4
4538,1,1,1,0,1,4
4539,1,1,1,1,0,4
4540,1,1,1,0,1,4
4541,1,1,1,0,1,4
4542,1,1,0,1,1,4
4543,1,1,0,1,1,4
4544,1,1,1,0,1,4
4545,1,1,1,1,0,4
4546,1,0,0,2,1,4
4547,0,1,1,0,2,4
4548,1,1,1,0,1,4
4549,1,1,0,1,1,4
4550,1,1,1,1,0,4
4551,2,1,1,0,0,4
4552,1,1,1,0,1,4
4553,1,1,1,1,0,4
4554,1,1,1,1,0,4
4555,1,1,1,0,1,4
4556,1,1,1,0,1,4
4557,1,1,1,0,1,4
4558,1,1,1,1,0,4
4559,1,1,0,1,1,4
4560,1,1,1,1,0,4
4561,1,1,1,0,1,4
4562,1,1,1,0,1,4
4563,1,1,1,0,1,4
4564,1,1,1,0,1,4
4565,1,1,1,0,1,4
4566,1,1,1,1,0,4
4567,1,1,1,1,0,4
4568,1,1,1,0,1,4
4569,0,1,1,1,1,4
4570,1,1,1,0,1,4
4571,1,1,1,1,0,4
4572,1,2,1,0,0,4
4573,1,1,1,0,1,4
4574,1,1,1,0,1,4
4575,1,1,1,0,1,4
4576,1,1,1,1,0,4
4577,1,1,1,0,1,4
4578,1,1,1,0,1,4
4579,0,1,1,1,1,4
4580,1,1,1,0,1,4
4581,1,1,1,0,1,4
4582,1,1,1,1,0,4
4583,1,1,1,0,1,4
4584,1,1,1,0,1,4
4585,1,1,1,0,1,4
4586,1,1,1,0,1,4
4587,1,1,1,1,0,4
4588,1,1,1,0,1,4
4589,1,1,1,0,1,4
4590,1,1,1,0,1,4
4591,1,1,1,0,1,4
4592,1,2,1,0,0,4
4593,1,1,1,1,0,4
4594,1,1,1,0,1,4
4595,0,2,1,0,1,4
4596,1,1,1,0,1,4
4597,1,1,1,1,0,4
4598,1,1,1,0,1,4
4599,0,2,1,0,1,4
4600,1,1,1,0,1,4
4601,1,1,1,1,0,4
4602,1,1,1,0,1,4
4603,0,1,1,1,1,4
4604,1,1,1,0,1,4
4605,1,1,1,0,1,4
4606,1,1,1,0,1,4
4607,1,1,1,1,0,4
4608,1,1,1,0,1,4
4609,1,1,1,0,1,4
4610,1,1,1,0,1,4
4611,1,1,1,1,0,4
4612,1,1,1,0,1,4
4613,1,1,0,1,1,4
4614,1,1,1,0,1,4
4615,1,1,1,1,0,4
4616,1,1,1,1,0,4
4617,1,1,1,0,1,4
4618,0,2,2,0,0,4
4619,1,1,1,0,1,4
4620,1,1,1,0,1,4
4621,1,1,1,0,1,4
4622,1,1,1,0,1,4
4623,1,1,1,0,1,4
4624,1,1,1,0,1,4
4625,1,1,1,0,1,4
4626,1,1,1,1,0,4
4627,1,1,1,0,1,4
4628,1,1,1,0,1,4
4629,1,1,1,0,1,4
4630,1,2,0,0,1,4
4631,1,1,1,0,1,4
4632,1,1,1,0,1,4
4633,1,0,1,1,1,4
4634,1,1,1,0,1,4
4635,0,1,1,0,2,4
4636,1,1,1,1,0,4
4637,1,1,1,0,1,4
4638,1,1,1,0,1,4
4639,1,1,1,0,1,4
4640,0,1,1,1,1,4
4641,1,1,1,0,1,4
4642,1,1,1,0,1,4
4643,1,1,1,0,1,4
4644,2,1,1,0,0,4
4645,1,1,1,0,1,4
4646,1,1,1,1,0,4
4647,1,1,1,0,1,4
4648,1,1,1,1,0,4
4649,1,1,1,0,1,4
4650,1,1,1,0,1,4
4651,1,1,1,0,1,4
4652,0,1,1,0,2,4
4653,1,1,1,0,1,4
4654,0,1,1,1,1,4
4655,0,2,2,0,0,4
4656,0,1,1,0,2,4
4657,1,1,1,0,1,4
4658,0,1,1,0,2,4
4659,1,1,1,1,0,4
4660,0,1,1,1,1,4
4661,1,1,1,0,1,4
4662,1,1,1,1,0,4
4663,1,1,1,0,1,4
4664,1,1,1,1,0,4
4665,1,1,0,1,1,4
4666,1,1,1,0,1,4
4667,0,1,2,0,1,4
4668,1,1,0,1,1,4
4669,1,1,1,1,0,4
4670,1,1,0,1,1,4
4671,1,1,1,0,1,4
4672,1,1,1,0,1,4
4673,1,2,1,0,0,4
4674,0,2,1,0,1,4
4675,1,1,1,0,1,4
4676,1,1,1,0,1,4
4677,1,1,1,0,1,4
4678,1,2,1,0,0,4
4679,1,1,1,0,1,4
4680,1,1,1,0,1,4
4681,1,1,1,0,1,4
4682,0,1,1,1,1,4
4683,0,2,1,0,1,4
4684,1,1,1,0,1,4
4685,1,1,1,0,1,4
4686,1,1,1,0,1,4
4687,1,1,1,0,1,4
4688,1,1,1,0,1,4
4689,1,2,1,0,0,4
4690,1,1,1,1,0,4
4691,1,1,1,0,1,4
4692,0,1,1,2,0,4
4693,1,1,0,1,1,4
4694,1,1,1,0,1,4
4695,1,1,1,0,1,4
4696,1,1,1,0,1,4
4697,1,1,1,0,1,4
4698,1,1,1,1,0,4
4699,0,1,1,1,1,4
4700,0,4,0,0,0,4
4701,1,1,1,0,1,4
4702,1,1,1,1,0,4
4703,1,1,1,0,1,4
4704,1,1,1,0,1,4
4705,1,1,1,0,1,4
4706,1,1,1,0,1,4
4707,1,1,0,1,1,4
4708,1,1,1,1,0,4
4709,1,1,1,1,0,4
4710,1,1,1,0,1,4
4711,1,1,1,0,1,4
4712,1,1,1,0,1,4
4713,1,1,1,0,1,4
4714,1,1,1,0,1,4
4715,1,1,1,0,1,4
4716,1,1,0,1,1,4
4717,1,1,1,0,1,4
4718,1,1,1,0,1,4
4719,0,1,1,1,1,4
4720,1,1,1,0,1,4
4721,1,1,1,0,1,4
4722,1,1,1,0,1,4
4723,1,1,1,0,1,4
4724,1,1,1,0,1,4
4725,1,1,1,0,1,4
4726,1,1,1,0,1,4
4727,1,1,1,1,0,4
4728,1,1,1,1,0,4
4729,1,1,0,1,1,4
4730,1,1,1,1,0,4
4731,1,1,1,0,1,4
4732,1,1,1,0,1,4
4733,0,1,1,1,1,4
4734,1,1,1,0,1,4
4735,0,1,1,0,2,4
4736,1,1,0,1,1,4
4737,1,1,1,0,1,4
4738,1,1,1,1,0,4
4739,1,1,1,0,1,4
4740,2,1,1,0,0,4
4741,1,1,0,1,1,4
4742,1,1,1,1,0,4
4743,0,1,1,0,2,4
4744,1,1,1,1,0,4
4745,1,1,1,1,0,4
4746,1,1,1,1,0,4
4747,1,1,0,1,1,4
4748,1,1,1,0,1,4
4749,1,1,0,1,1,4
4750,1,1,1,0,1,4
4751,1,1,1,1,0,4
4752,0,1,1,1,1,4
4753,1,1,1,0,1,4
4754,1,1,1,1,0,4
4755,0,2,0,0,2,4
4756,1,1,1,0,1,4
4757,1,1,1,0,1,4
4758,1,1,1,0,1,4
4759,1,1,1,1,0,4
4760,1,1,1,0,1,4
4761,1,1,1,0,1,4
4762,1,1,1,0,1,4
4763,1,1,1,0,1,4
4764,1,1,1,0,1,4
4765,1,1,1,0,1,4
4766,1,1,1,0,1,4
4767,1,1,1,1,0,4
4768,1,1,1,0,1,4
4769,1,1,1,0,1,4
4770,1,1,1,0,1,4
4771,0,1,1,1,1,4
4772,1,1,1,0,1,4
4773,1,1,1,0,1,4
4774,1,1,1,0,1,4
4775,1,1,1,1,0,4
4776,1,1,1,0,1,4
4777,1,1,1,0,1,4
4778,1,1,1,0,1,4
4779,1,1,1,1,0,4
4780,1,2,1,0,0,4
4781,0,2,1,0,1,4
4782,1,1,1,1,0,4
4783,1,1,1,0,1,4
4784,1,1,1,1,0,4
4785,1,1,1,0,1,4
4786,1,1,0,1,1,4
4787,1,1,1,0,1,4
4788,1,1,1,0,1,4
4789,1,1,1,0,1,4
4790,0,2,1,0,1,4
4791,1,1,1,0,1,4
4792,1,1,1,1,0,4
4793,1,1,1,1,0,4
4794,1,1,1,1,0,4
4795,1,1,1,1,0,4
4796,0,1,1,1,1,4
4797,1,1,1,0,1,4
4798,1,1,1,1,0,4
4799,1,1,1,0,1,4
4800,1,1,1,0,1,4
4801,1,1,1,0,1,4
4802,1,1,1,0,1,4
4803,1,1,1,0,1,4
4804,0,2,2,0,0,4
4805,1,1,1,0,1,4
4806,1,1,1,0,1,4
4807,1,1,1,0,1,4
4808,1,1,1,0,1,4
4809,1,1,1,0,1,4
4810,1,1,1,0,1,4
4811,1,1,1,0,1,4
4812,1,1,1,0,1,4
4813,1,1,0,1,1,4
4814,1,1,1,0,1,4
4815,1,1,1,0,1,4
4816,0,2,1,0,1,4
4817,1,1,1,0,1,4
4818,0,1,1,0,2,4
4819,1,1,1,0,1,4
4820,0,2,2,0,0,4
4821,1,1,1,0,1,4
4822,1,1,0,1,1,4
4823,1,1,1,0,1,4
4824,1,1,1,1,0,4
4825,1,1,1,0,1,4
4826,1,1,1,0,1,4
4827,1,1,1,0,1,4
4828,1,1,1,0,1,4
4829,1,1,0,1,1,4
4830,1,1,1,0,1,4
4831,0,1,1,1,1,4
4832,1,1,1,0,1,4
4833,1,1,1,0,1,4
4834,1,1,1,0,1,4
4835,1,1,1,0,1,4
4836,1,1,1,0,1,4
4837,1,1,1,1,0,4
4838,1,1,1,1,0,4
4839,1,1,1,0,1,4
4840,0,4,0,0,0,4
4841,1,1,1,0,1,4
4842,1,1,1,0,1,4
4843,0,0,4,0,0,4
4844,1,1,1,0,1,4
4845,0,1,1,1,1,4
4846,1,0,1,1,1,4
4847,1,1,1,0,1,4
4848,0,1,1,1,1,4
4849,0,0,1,2,1,4
4850,1,1,1,0,1,4
4851,1,1,1,0,1,4
4852,1,0,1,0,2,4
4853,0,2,1,0,1,4
4854,1,1,1,0,1,4
4855,1,1,1,0,1,4
4856,1,0,1,1,1,4
4857,0,1,1,1,1,4
4858,1,1,1,0,1,4
4859,0,2,2,0,0,4
4860,1,1,1,0,1,4
4861,1,1,1,0,1,4
4862,0,1,2,0,1,4
4863,0,2,1,0,1,4
4864,1,1,1,0,1,4
4865,0,2,1,0,1,4
4866,1,1,1,0,1,4
4867,0,1,1,1,1,4
4868,1,1,1,0,1,4
4869,1,1,1,0,1,4
4870,1,1,1,0,1,4
4871,0,2,2,0,0,4
4872,0,1,1,1,1,4
4873,1,1,1,0,1,4
4874,1,1,1,0,1,4
4875,0,1,1,1,1,4
4876,1,1,1,0,1,4
4877,1,1,1,0,1,4
4878,0,1,2,0,1,4
4879,0,1,1,0,2,4
4880,1,1,1,0,1,4
4881,0,1,1,0,2,4
4882,1,0,1,1,1,4
4883,1,1,1,1,0,4
4884,1,1,1,1,0,4
4885,0,1,2,1,0,4
4886,1,1,1,0,1,4
4887,1,1,1,0,1,4
4888,1,1,1,0,1,4
4889,1,1,1,0,1,4
4890,1,0,1,1,1,4
4891,1,1,1,0,1,4
4892,0,1,1,1,1,4
4893,1,1,1,0,1,4
4894,0,0,3,0,1,4
4895,1,1,1,0,1,4
4896,1,1,1,0,1,4
4897,1,1,1,0,1,4
4898,1,1,1,0,1,4
4899,0,0,1,3,0,4
4900,1,1,1,0,1,4
4901,0,1,2,0,1,4
4902,1,1,1,0,1,4
4903,1,0,1,1,1,4
4904,1,1,1,0,1,4
4905,0,1,1,0,2,4
4906,0,0,2,1,1,4
4907,1,1,1,1,0,4
4908,1,1,1,1,0,4
4909,1,0,1,1,1,4
4910,0,0,4,0,0,4
4911,1,1,2,0,0,4
4912,1,1,1,0,1,4
4913,1,1,1,0,1,4
4914,1,1,1,0,1,4
4915,1,1,1,0,1,4
4916,1,1,1,0,1,4
4917,0,1,2,0,1,4
4918,1,1,1,0,1,4
4919,0,1,1,1,1,4
4920,0,1,1,0,2,4
4921,1,1,1,0,1,4
4922,1,1,1,0,1,4
4923,1,1,1,0,1,4
4924,1,0,1,2,0,4
4925,1,1,1,0,1,4
4926,2,0,2,0,0,4
4927,0,2,1,0,1,4
4928,1,1,1,0,1,4
4929,0,0,3,0,1,4
4930,1,0,1,1,1,4
4931,0,1,1,0,2,4
4932,1,1,1,0,1,4
4933,1,1,1,0,1,4
4934,1,1,1,0,1,4
4935,0,2,1,0,1,4
4936,0,0,0,4,0,4
4937,0,1,1,1,1,4
4938,1,1,1,1,0,4
4939,0,0,0,4,0,4
4940,0,1,1,2,0,4
4941,0,0,0,4,0,4
4942,0,0,0,4,0,4
4943,0,0,0,4,0,4
4944,0,0,0,4,0,4
4945,0,1,1,1,1,4
4946,0,1,1,1,1,4
4947,1,0,0,1,2,4
4948,0,1,2,1,0,4
4949,1,1,0,1,1,4
4950,0,0,0,4,0,4
4951,1,0,0,3,0,4
4952,0,0,0,3,1,4
4953,0,0,0,4,0,4
4954,1,0,0,1,2,4
4955,1,0,0,0,3,4
4956,1,1,1,0,1,4
4957,0,0,1,0,3,4
4958,1,1,1,0,1,4
4959,1,1,1,0,1,4
4960,1,1,1,0,1,4
4961,0,1,1,1,1,4
4962,0,0,0,0,4,4
4963,0,1,2,0,1,4
4964,0,1,1,1,1,4
4965,1,1,1,0,1,4
4966,0,1,1,1,1,4
4967,1,1,1,0,1,4
4968,1,1,1,0,1,4
4969,1,1,1,0,1,4
4970,1,1,1,0,1,4
4971,0,1,1,1,1,4
4972,1,1,1,0,1,4
4973,1,1,1,0,1,4
4974,1,1,1,0,1,4
4975,1,1,1,0,1,4
4976,0,2,2,0,0,4
4977,0,1,2,0,1,4
4978,0,1,1,1,1,4
4979,0,2,2,0,0,4
4980,0,4,0,0,0,4
4981,0,3,1,0,0,4
4982,0,2,1,0,1,4
4983,0,2,1,0,1,4
4984,0,1,1,1,1,4
4985,0,2,2,0,0,4
4986,0,4,0,0,0,4
4987,0,1,1,0,2,4
4988,0,1,1,1,1,4
4989,0,1,1,1,1,4
4990,0,2,2,0,0,4
4991,0,1,1,1,1,4
4992,0,2,1,0,1,4
4993,0,4,0,0,0,4
4994,0,2,2,0,0,4
4995,0,3,1,0,0,4
4996,0,2,1,0,1,4
4997,0,2,2,0,0,4
4998,0,1,1,1,1,4
4999,0,1,1,1,1,4
5000,0,2,2,0,0,4
5001,0,1,1,0,2,4
5002,0,2,1,0,1,4
5003,0,3,1,0,0,4
5004,0,2,2,0,0,4
5005,0,1,1,1,1,4
5006,0,2,1,0,1,4
5007,0,1,1,0,2,4
5008,0,1,1,1,1,4
5009,0,2,1,1,0,4
5010,0,2,2,0,0,4
5011,0,1,1,0,2,4
5012,0,4,0,0,0,4
5013,0,2,2,0,0,4
5014,0,1,1,1,1,4
5015,0,2,1,0,1,4
5016,0,2,1,0,1,4
5017,0,1,1,1,1,4
5018,0,1,1,1,1,4
5019,0,1,1,1,1,4
5020,0,1,1,1,1,4
5021,0,4,0,0,0,4
5022,0,2,1,0,1,4
5023,0,4,0,0,0,4
5024,0,1,1,1,1,4
5025,0,3,1,0,0,4
5026,0,3,1,0,0,4
5027,0,1,1,1,1,4
5028,0,1,1,1,1,4
5029,0,1,1,1,1,4
5030,0,2,2,0,0,4
5031,0,2,1,0,1,4
5032,0,3,1,0,0,4
5033,0,4,0,0,0,4
5034,0,1,1,1,1,4
5035,0,3,1,0,0,4
5036,0,2,2,0,0,4
5037,0,2,1,0,1,4
5038,0,3,1,0,0,4
5039,0,1,1,1,1,4
5040,0,1,1,1,1,4
5041,0,1,1,0,2,4
5042,0,4,0,0,0,4
5043,0,4,0,0,0,4
5044,0,1,2,0,1,4
5045,0,2,2,0,0,4
5046,0,3,1,0,0,4
5047,0,3,1,0,0,4
5048,0,2,1,0,1,4
5049,0,3,1,0,0,4
5050,0,2,2,0,0,4
5051,0,3,1,0,0,4
5052,0,1,1,1,1,4
5053,0,1,1,1,1,4
5054,0,1,2,0,1,4
5055,0,1,1,1,1,4
5056,0,2,2,0,0,4
5057,0,1,1,2,0,4
5058,0,1,1,0,2,4
5059,0,1,1,0,2,4
5060,0,1,1,1,1,4
5061,0,1,2,0,1,4
5062,0,2,2,0,0,4
5063,0,1,1,0,2,4
5064,0,1,1,1,1,4
5065,0,1,1,1,1,4
5066,0,1,1,0,2,4
5067,0,1,1,1,1,4
5068,0,2,1,0,1,4
5069,0,1,1,1,1,4
5070,0,1,1,0,2,4
5071,0,1,1,1,1,4
5072,0,1,1,1,1,4
5073,0,2,2,0,0,4
5074,0,1,1,1,1,4
5075,0,1,1,1,1,4
5076,0,1,2,0,1,4
5077,0,1,1,1,1,4
5078,0,2,1,0,1,4
5079,0,0,4,0,0,4
5080,0,1,1,1,1,4
5081,0,1,1,1,1,4
5082,0,2,1,0,1,4
5083,0,2,1,0,1,4
5084,0,2,1,0,1,4
5085,0,1,1,0,2,4
5086,0,1,1,1,1,4
5087,0,1,1,1,1,4
5088,0,2,2,0,0,4
5089,0,1,1,1,1,4
5090,0,1,1,1,1,4
5091,0,1,1,0,2,4
5092,0,1,1,1,1,4
5093,0,1,1,1,1,4
5094,0,1,1,1,1,4
5095,0,1,1,0,2,4
5096,0,2,2,0,0,4
5097,0,0,4,0,0,4
5098,0,1,1,0,2,4
5099,0,2,1,0,1,4
5100,0,1,1,1,1,4
5101,0,2,2,0,0,4
5102,0,1,1,1,1,4
5103,0,2,1,0,1,4
5104,0,1,3,0,0,4
5105,0,1,1,0,2,4
5106,0,1,1,0,2,4
5107,0,1,1,1,1,4
5108,0,1,3,0,0,4
5109,0,1,1,1,1,4
